Species 1,Species 2,Dist
JN086153.1 T.albacares,NC 014052.1 T.thynnus,"0,0420668386"
KM588080.1 T.albacares,NC 014052.1 T.thynnus,"0,0452115030"
KP259550.1 T.albacares,NC 014052.1 T.thynnus,"0,0452115030"
GU256528.1 T.albacares,NC 014052.1 T.thynnus,"0,0420668386"
NC 014061.1 T.albacares,NC 014052.1 T.thynnus,"0,0420668386"
KT724724.1 T.albacares,NC 014052.1 T.thynnus,"0,0420668386"
KM405517.1 T.atlanticus,NC 014052.1 T.thynnus,"0,0515607947"
NC 025519.1 T.atlanticus,NC 014052.1 T.thynnus,"0,0515607947"
KU955343.1 T.atlanticus,NC 014052.1 T.thynnus,"0,0515607947"
KU955344.1 T.atlanticus,NC 014052.1 T.thynnus,"0,0547659339"
KF925362.1 T.maccoyii,NC 014052.1 T.thynnus,"0,0175971241"
GU256523.1 T.maccoyii,NC 014052.1 T.thynnus,"0,0175971241"
NC 014101.1 T.maccoyii,NC 014052.1 T.thynnus,"0,0175971241"
JN086150.1 T.maccoyii,NC 014052.1 T.thynnus,"0,0175971241"
GU256525.1 T.obesus,NC 014052.1 T.thynnus,"0,0389418284"
NC 014059.1 T.obesus,NC 014052.1 T.thynnus,"0,0389418284"
JN086152.1 T.obesus,NC 014052.1 T.thynnus,"0,0389418284"
KY400011.1 T.obesus,NC 014052.1 T.thynnus,"0,0389418284"
NC 008455.1 T.orientalis,NC 014052.1 T.thynnus,"0,0578213320"
KF906721.1 T.orientalis,NC 014052.1 T.thynnus,"0,0578213320"
GU256524.1 T.orientalis,NC 014052.1 T.thynnus,"0,0578213320"
KF906720.1 T.thynnus,NC 014052.1 T.thynnus,"0,0000000000"
MW232425.1 A.rochei,JN086149.1 T.thynnus,"0,1771784733"
KM651784.1 A.rochei,JN086149.1 T.thynnus,"0,1771784733"
KP259548.1 A.rochei,JN086149.1 T.thynnus,"0,1771784733"
MK548578.1 A.rochei,JN086149.1 T.thynnus,"0,1771784733"
MW232421.1 A.rochei,JN086149.1 T.thynnus,"0,1771784733"
AB103468.1 A.rochei,JN086149.1 T.thynnus,"0,1771784733"
AB105165.1 A.rochei,JN086149.1 T.thynnus,"0,1810695435"
AB103467.1 A.rochei,JN086149.1 T.thynnus,"0,1889437220"
NC 005313.1 A.rochei,JN086149.1 T.thynnus,"0,1889437220"
KP259551.1 A.thazard,JN086149.1 T.thynnus,"0,2091894027"
AB105447.1 A.thazard,JN086149.1 T.thynnus,"0,2138135809"
NC 005318.1 A.thazard,JN086149.1 T.thynnus,"0,2138135809"
MK801690.1 A.thazard,JN086149.1 T.thynnus,"0,1969438927"
KM651783.1 E.affinis,JN086149.1 T.thynnus,"0,2065232976"
MW232422.1 E.affinis,JN086149.1 T.thynnus,"0,2065232976"
MW232423.1 E.affinis,JN086149.1 T.thynnus,"0,2065232976"
NC 025934.1 E.affinis,JN086149.1 T.thynnus,"0,2065232976"
AP012946.1 E.affinis,JN086149.1 T.thynnus,"0,2105555776"
AB099716.1 E.alletteratus,JN086149.1 T.thynnus,"0,2198965571"
NC 004530.1 E.alletteratus,JN086149.1 T.thynnus,"0,2198965571"
MW232424.1 E.alletteratus,JN086149.1 T.thynnus,"0,2198965571"
JN086155.1 K.pelamis,JN086149.1 T.thynnus,"0,1768676172"
AB101290.1 K.pelamis,JN086149.1 T.thynnus,"0,1730214444"
NC 005316.1 K.pelamis,JN086149.1 T.thynnus,"0,1730214444"
GU256527.1 K.pelamis,JN086149.1 T.thynnus,"0,1768676172"
KM605252.1 K.pelamis,JN086149.1 T.thynnus,"0,1730214444"
MW232426.1 K.pelamis,JN086149.1 T.thynnus,"0,1730214444"
MW232429.1 K.pelamis,JN086149.1 T.thynnus,"0,1730214444"
AB101291.1 T.alalunga,JN086149.1 T.thynnus,"0,0546058868"
NC 005317.1 T.alalunga,JN086149.1 T.thynnus,"0,0546058868"
GU256526.1 T.alalunga,JN086149.1 T.thynnus,"0,0578213320"
JN086151.1 T.alalunga,JN086149.1 T.thynnus,"0,0578213320"
KP259549.1 T.alalunga,JN086149.1 T.thynnus,"0,0608903347"
JN086153.1 T.albacares,JN086149.1 T.thynnus,"0,0420668386"
KM588080.1 T.albacares,JN086149.1 T.thynnus,"0,0452115030"
KP259550.1 T.albacares,JN086149.1 T.thynnus,"0,0452115030"
GU256528.1 T.albacares,JN086149.1 T.thynnus,"0,0420668386"
NC 014061.1 T.albacares,JN086149.1 T.thynnus,"0,0420668386"
KT724724.1 T.albacares,JN086149.1 T.thynnus,"0,0420668386"
KM405517.1 T.atlanticus,JN086149.1 T.thynnus,"0,0515607947"
NC 025519.1 T.atlanticus,JN086149.1 T.thynnus,"0,0515607947"
KU955343.1 T.atlanticus,JN086149.1 T.thynnus,"0,0515607947"
KU955344.1 T.atlanticus,JN086149.1 T.thynnus,"0,0547659339"
KF925362.1 T.maccoyii,JN086149.1 T.thynnus,"0,0175971241"
GU256523.1 T.maccoyii,JN086149.1 T.thynnus,"0,0175971241"
NC 014101.1 T.maccoyii,JN086149.1 T.thynnus,"0,0175971241"
JN086150.1 T.maccoyii,JN086149.1 T.thynnus,"0,0175971241"
GU256525.1 T.obesus,JN086149.1 T.thynnus,"0,0389418284"
NC 014059.1 T.obesus,JN086149.1 T.thynnus,"0,0389418284"
JN086152.1 T.obesus,JN086149.1 T.thynnus,"0,0389418284"
KY400011.1 T.obesus,JN086149.1 T.thynnus,"0,0389418284"
NC 008455.1 T.orientalis,JN086149.1 T.thynnus,"0,0578213320"
KF906721.1 T.orientalis,JN086149.1 T.thynnus,"0,0578213320"
GU256524.1 T.orientalis,JN086149.1 T.thynnus,"0,0578213320"
KF906720.1 T.thynnus,JN086149.1 T.thynnus,"0,0000000000"
NC 014052.1 T.thynnus,JN086149.1 T.thynnus,"0,0000000000"
MW232425.1 A.rochei,MW232430.1 T.tonggol,"0,1807436056"
KM651784.1 A.rochei,MW232430.1 T.tonggol,"0,1807436056"
KP259548.1 A.rochei,MW232430.1 T.tonggol,"0,1807436056"
MK548578.1 A.rochei,MW232430.1 T.tonggol,"0,1807436056"
MW232421.1 A.rochei,MW232430.1 T.tonggol,"0,1807436056"
AB103468.1 A.rochei,MW232430.1 T.tonggol,"0,1807436056"
AB105165.1 A.rochei,MW232430.1 T.tonggol,"0,1846498755"
AB103467.1 A.rochei,MW232430.1 T.tonggol,"0,1846498755"
NC 005313.1 A.rochei,MW232430.1 T.tonggol,"0,1846498755"
KP259551.1 A.thazard,MW232430.1 T.tonggol,"0,1885869037"
AB105447.1 A.thazard,MW232430.1 T.tonggol,"0,1929278068"
NC 005318.1 A.thazard,MW232430.1 T.tonggol,"0,1929278068"
MK801690.1 A.thazard,MW232430.1 T.tonggol,"0,1846498755"
KM651783.1 E.affinis,MW232430.1 T.tonggol,"0,2062199738"
MW232422.1 E.affinis,MW232430.1 T.tonggol,"0,2062199738"
MW232423.1 E.affinis,MW232430.1 T.tonggol,"0,2062199738"
NC 025934.1 E.affinis,MW232430.1 T.tonggol,"0,2062199738"
AP012946.1 E.affinis,MW232430.1 T.tonggol,"0,2102360596"
AB099716.1 E.alletteratus,MW232430.1 T.tonggol,"0,2153519699"
NC 004530.1 E.alletteratus,MW232430.1 T.tonggol,"0,2153519699"
MW232424.1 E.alletteratus,MW232430.1 T.tonggol,"0,2153519699"
JN086155.1 K.pelamis,MW232430.1 T.tonggol,"0,1689410892"
AB101290.1 K.pelamis,MW232430.1 T.tonggol,"0,1651674864"
NC 005316.1 K.pelamis,MW232430.1 T.tonggol,"0,1651674864"
GU256527.1 K.pelamis,MW232430.1 T.tonggol,"0,1689410892"
KM605252.1 K.pelamis,MW232430.1 T.tonggol,"0,1651674864"
MW232426.1 K.pelamis,MW232430.1 T.tonggol,"0,1651674864"
MW232429.1 K.pelamis,MW232430.1 T.tonggol,"0,1651674864"
AB101291.1 T.alalunga,MW232430.1 T.tonggol,"0,0773391865"
NC 005317.1 T.alalunga,MW232430.1 T.tonggol,"0,0773391865"
GU256526.1 T.alalunga,MW232430.1 T.tonggol,"0,0806949038"
JN086151.1 T.alalunga,MW232430.1 T.tonggol,"0,0806949038"
KP259549.1 T.alalunga,MW232430.1 T.tonggol,"0,0838432385"
JN086153.1 T.albacares,MW232430.1 T.tonggol,"0,0326587900"
KM588080.1 T.albacares,MW232430.1 T.tonggol,"0,0296006765"
KP259550.1 T.albacares,MW232430.1 T.tonggol,"0,0296006765"
GU256528.1 T.albacares,MW232430.1 T.tonggol,"0,0326587900"
NC 014061.1 T.albacares,MW232430.1 T.tonggol,"0,0326587900"
KT724724.1 T.albacares,MW232430.1 T.tonggol,"0,0326587900"
KM405517.1 T.atlanticus,MW232430.1 T.tonggol,"0,0388317079"
NC 025519.1 T.atlanticus,MW232430.1 T.tonggol,"0,0388317079"
KU955343.1 T.atlanticus,MW232430.1 T.tonggol,"0,0388317079"
KU955344.1 T.atlanticus,MW232430.1 T.tonggol,"0,0419469828"
KF925362.1 T.maccoyii,MW232430.1 T.tonggol,"0,0450817893"
GU256523.1 T.maccoyii,MW232430.1 T.tonggol,"0,0450817893"
NC 014101.1 T.maccoyii,MW232430.1 T.tonggol,"0,0450817893"
JN086150.1 T.maccoyii,MW232430.1 T.tonggol,"0,0450817893"
GU256525.1 T.obesus,MW232430.1 T.tonggol,"0,0419469828"
NC 014059.1 T.obesus,MW232430.1 T.tonggol,"0,0419469828"
JN086152.1 T.obesus,MW232430.1 T.tonggol,"0,0419469828"
KY400011.1 T.obesus,MW232430.1 T.tonggol,"0,0419469828"
NC 008455.1 T.orientalis,MW232430.1 T.tonggol,"0,0806949038"
KF906721.1 T.orientalis,MW232430.1 T.tonggol,"0,0806949038"
GU256524.1 T.orientalis,MW232430.1 T.tonggol,"0,0806949038"
KF906720.1 T.thynnus,MW232430.1 T.tonggol,"0,0450817893"
NC 014052.1 T.thynnus,MW232430.1 T.tonggol,"0,0450817893"
JN086149.1 T.thynnus,MW232430.1 T.tonggol,"0,0450817893"
MW232425.1 A.rochei,MW232431.1 T.tonggol,"0,1961851819"
KM651784.1 A.rochei,MW232431.1 T.tonggol,"0,1961851819"
KP259548.1 A.rochei,MW232431.1 T.tonggol,"0,1961851819"
MK548578.1 A.rochei,MW232431.1 T.tonggol,"0,1961851819"
MW232421.1 A.rochei,MW232431.1 T.tonggol,"0,1961851819"
AB103468.1 A.rochei,MW232431.1 T.tonggol,"0,1961851819"
AB105165.1 A.rochei,MW232431.1 T.tonggol,"0,2002012677"
AB103467.1 A.rochei,MW232431.1 T.tonggol,"0,2002012677"
NC 005313.1 A.rochei,MW232431.1 T.tonggol,"0,2002012677"
KP259551.1 A.thazard,MW232431.1 T.tonggol,"0,2042498728"
AB105447.1 A.thazard,MW232431.1 T.tonggol,"0,2087509264"
NC 005318.1 A.thazard,MW232431.1 T.tonggol,"0,2087509264"
MK801690.1 A.thazard,MW232431.1 T.tonggol,"0,2002012677"
KM651783.1 E.affinis,MW232431.1 T.tonggol,"0,2139685999"
MW232422.1 E.affinis,MW232431.1 T.tonggol,"0,2139685999"
MW232423.1 E.affinis,MW232431.1 T.tonggol,"0,2139685999"
NC 025934.1 E.affinis,MW232431.1 T.tonggol,"0,2139685999"
AP012946.1 E.affinis,MW232431.1 T.tonggol,"0,2180336629"
AB099716.1 E.alletteratus,MW232431.1 T.tonggol,"0,2316446477"
NC 004530.1 E.alletteratus,MW232431.1 T.tonggol,"0,2316446477"
MW232424.1 E.alletteratus,MW232431.1 T.tonggol,"0,2316446477"
JN086155.1 K.pelamis,MW232431.1 T.tonggol,"0,1801463527"
AB101290.1 K.pelamis,MW232431.1 T.tonggol,"0,1763001799"
NC 005316.1 K.pelamis,MW232431.1 T.tonggol,"0,1763001799"
GU256527.1 K.pelamis,MW232431.1 T.tonggol,"0,1801463527"
KM605252.1 K.pelamis,MW232431.1 T.tonggol,"0,1763001799"
MW232426.1 K.pelamis,MW232431.1 T.tonggol,"0,1763001799"
MW232429.1 K.pelamis,MW232431.1 T.tonggol,"0,1763001799"
AB101291.1 T.alalunga,MW232431.1 T.tonggol,"0,0838432385"
NC 005317.1 T.alalunga,MW232431.1 T.tonggol,"0,0838432385"
GU256526.1 T.alalunga,MW232431.1 T.tonggol,"0,0872330820"
JN086151.1 T.alalunga,MW232431.1 T.tonggol,"0,0872330820"
KP259549.1 T.alalunga,MW232431.1 T.tonggol,"0,0904072536"
JN086153.1 T.albacares,MW232431.1 T.tonggol,"0,0325808877"
KM588080.1 T.albacares,MW232431.1 T.tonggol,"0,0356483820"
KP259550.1 T.albacares,MW232431.1 T.tonggol,"0,0356483820"
GU256528.1 T.albacares,MW232431.1 T.tonggol,"0,0325808877"
NC 014061.1 T.albacares,MW232431.1 T.tonggol,"0,0325808877"
KT724724.1 T.albacares,MW232431.1 T.tonggol,"0,0325808877"
KM405517.1 T.atlanticus,MW232431.1 T.tonggol,"0,0387348116"
NC 025519.1 T.atlanticus,MW232431.1 T.tonggol,"0,0387348116"
KU955343.1 T.atlanticus,MW232431.1 T.tonggol,"0,0387348116"
KU955344.1 T.atlanticus,MW232431.1 T.tonggol,"0,0418404116"
KF925362.1 T.maccoyii,MW232431.1 T.tonggol,"0,0449654218"
GU256523.1 T.maccoyii,MW232431.1 T.tonggol,"0,0449654218"
NC 014101.1 T.maccoyii,MW232431.1 T.tonggol,"0,0449654218"
JN086150.1 T.maccoyii,MW232431.1 T.tonggol,"0,0449654218"
GU256525.1 T.obesus,MW232431.1 T.tonggol,"0,0418404116"
NC 014059.1 T.obesus,MW232431.1 T.tonggol,"0,0418404116"
JN086152.1 T.obesus,MW232431.1 T.tonggol,"0,0418404116"
KY400011.1 T.obesus,MW232431.1 T.tonggol,"0,0418404116"
NC 008455.1 T.orientalis,MW232431.1 T.tonggol,"0,0872330820"
KF906721.1 T.orientalis,MW232431.1 T.tonggol,"0,0872330820"
GU256524.1 T.orientalis,MW232431.1 T.tonggol,"0,0872330820"
KF906720.1 T.thynnus,MW232431.1 T.tonggol,"0,0449654218"
NC 014052.1 T.thynnus,MW232431.1 T.tonggol,"0,0449654218"
JN086149.1 T.thynnus,MW232431.1 T.tonggol,"0,0449654218"
MW232430.1 T.tonggol,MW232431.1 T.tonggol,"0,0116346719"
MW232425.1 A.rochei,HQ425780.1 T.tonggol,"0,1730214444"
KM651784.1 A.rochei,HQ425780.1 T.tonggol,"0,1730214444"
KP259548.1 A.rochei,HQ425780.1 T.tonggol,"0,1730214444"
MK548578.1 A.rochei,HQ425780.1 T.tonggol,"0,1730214444"
MW232421.1 A.rochei,HQ425780.1 T.tonggol,"0,1730214444"
AB103468.1 A.rochei,HQ425780.1 T.tonggol,"0,1730214444"
AB105165.1 A.rochei,HQ425780.1 T.tonggol,"0,1768676172"
AB103467.1 A.rochei,HQ425780.1 T.tonggol,"0,1846498755"
NC 005313.1 A.rochei,HQ425780.1 T.tonggol,"0,1846498755"
KP259551.1 A.thazard,HQ425780.1 T.tonggol,"0,1965551998"
AB105447.1 A.thazard,HQ425780.1 T.tonggol,"0,2009924978"
NC 005318.1 A.thazard,HQ425780.1 T.tonggol,"0,2009924978"
MK801690.1 A.thazard,HQ425780.1 T.tonggol,"0,1925551785"
KM651783.1 E.affinis,HQ425780.1 T.tonggol,"0,2062199738"
MW232422.1 E.affinis,HQ425780.1 T.tonggol,"0,2062199738"
MW232423.1 E.affinis,HQ425780.1 T.tonggol,"0,2062199738"
NC 025934.1 E.affinis,HQ425780.1 T.tonggol,"0,2062199738"
AP012946.1 E.affinis,HQ425780.1 T.tonggol,"0,2102360596"
AB099716.1 E.alletteratus,HQ425780.1 T.tonggol,"0,2153519699"
NC 004530.1 E.alletteratus,HQ425780.1 T.tonggol,"0,2153519699"
MW232424.1 E.alletteratus,HQ425780.1 T.tonggol,"0,2153519699"
JN086155.1 K.pelamis,HQ425780.1 T.tonggol,"0,1765748253"
AB101290.1 K.pelamis,HQ425780.1 T.tonggol,"0,1727433889"
NC 005316.1 K.pelamis,HQ425780.1 T.tonggol,"0,1727433889"
GU256527.1 K.pelamis,HQ425780.1 T.tonggol,"0,1765748253"
KM605252.1 K.pelamis,HQ425780.1 T.tonggol,"0,1727433889"
MW232426.1 K.pelamis,HQ425780.1 T.tonggol,"0,1727433889"
MW232429.1 K.pelamis,HQ425780.1 T.tonggol,"0,1727433889"
AB101291.1 T.alalunga,HQ425780.1 T.tonggol,"0,0674050849"
NC 005317.1 T.alalunga,HQ425780.1 T.tonggol,"0,0674050849"
GU256526.1 T.alalunga,HQ425780.1 T.tonggol,"0,0706945704"
JN086151.1 T.alalunga,HQ425780.1 T.tonggol,"0,0706945704"
KP259549.1 T.alalunga,HQ425780.1 T.tonggol,"0,0738094570"
JN086153.1 T.albacares,HQ425780.1 T.tonggol,"0,0296006765"
KM588080.1 T.albacares,HQ425780.1 T.tonggol,"0,0265611535"
KP259550.1 T.albacares,HQ425780.1 T.tonggol,"0,0265611535"
GU256528.1 T.albacares,HQ425780.1 T.tonggol,"0,0296006765"
NC 014061.1 T.albacares,HQ425780.1 T.tonggol,"0,0296006765"
KT724724.1 T.albacares,HQ425780.1 T.tonggol,"0,0296006765"
KM405517.1 T.atlanticus,HQ425780.1 T.tonggol,"0,0357357228"
NC 025519.1 T.atlanticus,HQ425780.1 T.tonggol,"0,0357357228"
KU955343.1 T.atlanticus,HQ425780.1 T.tonggol,"0,0357357228"
KU955344.1 T.atlanticus,HQ425780.1 T.tonggol,"0,0388317079"
KF925362.1 T.maccoyii,HQ425780.1 T.tonggol,"0,0296006765"
GU256523.1 T.maccoyii,HQ425780.1 T.tonggol,"0,0296006765"
NC 014101.1 T.maccoyii,HQ425780.1 T.tonggol,"0,0296006765"
JN086150.1 T.maccoyii,HQ425780.1 T.tonggol,"0,0296006765"
GU256525.1 T.obesus,HQ425780.1 T.tonggol,"0,0265611535"
NC 014059.1 T.obesus,HQ425780.1 T.tonggol,"0,0265611535"
JN086152.1 T.obesus,HQ425780.1 T.tonggol,"0,0265611535"
KY400011.1 T.obesus,HQ425780.1 T.tonggol,"0,0265611535"
NC 008455.1 T.orientalis,HQ425780.1 T.tonggol,"0,0706945704"
KF906721.1 T.orientalis,HQ425780.1 T.tonggol,"0,0706945704"
GU256524.1 T.orientalis,HQ425780.1 T.tonggol,"0,0706945704"
KF906720.1 T.thynnus,HQ425780.1 T.tonggol,"0,0357357228"
NC 014052.1 T.thynnus,HQ425780.1 T.tonggol,"0,0357357228"
JN086149.1 T.thynnus,HQ425780.1 T.tonggol,"0,0357357228"
MW232430.1 T.tonggol,HQ425780.1 T.tonggol,"0,0146209248"
MW232431.1 T.tonggol,HQ425780.1 T.tonggol,"0,0205369842"
MW232425.1 A.rochei,NC 020673.1 T.tonggol,"0,1730214444"
KM651784.1 A.rochei,NC 020673.1 T.tonggol,"0,1730214444"
KP259548.1 A.rochei,NC 020673.1 T.tonggol,"0,1730214444"
MK548578.1 A.rochei,NC 020673.1 T.tonggol,"0,1730214444"
MW232421.1 A.rochei,NC 020673.1 T.tonggol,"0,1730214444"
AB103468.1 A.rochei,NC 020673.1 T.tonggol,"0,1730214444"
AB105165.1 A.rochei,NC 020673.1 T.tonggol,"0,1768676172"
AB103467.1 A.rochei,NC 020673.1 T.tonggol,"0,1846498755"
NC 005313.1 A.rochei,NC 020673.1 T.tonggol,"0,1846498755"
KP259551.1 A.thazard,NC 020673.1 T.tonggol,"0,1965551998"
AB105447.1 A.thazard,NC 020673.1 T.tonggol,"0,2009924978"
NC 005318.1 A.thazard,NC 020673.1 T.tonggol,"0,2009924978"
MK801690.1 A.thazard,NC 020673.1 T.tonggol,"0,1925551785"
KM651783.1 E.affinis,NC 020673.1 T.tonggol,"0,2062199738"
MW232422.1 E.affinis,NC 020673.1 T.tonggol,"0,2062199738"
MW232423.1 E.affinis,NC 020673.1 T.tonggol,"0,2062199738"
NC 025934.1 E.affinis,NC 020673.1 T.tonggol,"0,2062199738"
AP012946.1 E.affinis,NC 020673.1 T.tonggol,"0,2102360596"
AB099716.1 E.alletteratus,NC 020673.1 T.tonggol,"0,2153519699"
NC 004530.1 E.alletteratus,NC 020673.1 T.tonggol,"0,2153519699"
MW232424.1 E.alletteratus,NC 020673.1 T.tonggol,"0,2153519699"
JN086155.1 K.pelamis,NC 020673.1 T.tonggol,"0,1765748253"
AB101290.1 K.pelamis,NC 020673.1 T.tonggol,"0,1727433889"
NC 005316.1 K.pelamis,NC 020673.1 T.tonggol,"0,1727433889"
GU256527.1 K.pelamis,NC 020673.1 T.tonggol,"0,1765748253"
KM605252.1 K.pelamis,NC 020673.1 T.tonggol,"0,1727433889"
MW232426.1 K.pelamis,NC 020673.1 T.tonggol,"0,1727433889"
MW232429.1 K.pelamis,NC 020673.1 T.tonggol,"0,1727433889"
AB101291.1 T.alalunga,NC 020673.1 T.tonggol,"0,0674050849"
NC 005317.1 T.alalunga,NC 020673.1 T.tonggol,"0,0674050849"
GU256526.1 T.alalunga,NC 020673.1 T.tonggol,"0,0706945704"
JN086151.1 T.alalunga,NC 020673.1 T.tonggol,"0,0706945704"
KP259549.1 T.alalunga,NC 020673.1 T.tonggol,"0,0738094570"
JN086153.1 T.albacares,NC 020673.1 T.tonggol,"0,0296006765"
KM588080.1 T.albacares,NC 020673.1 T.tonggol,"0,0265611535"
KP259550.1 T.albacares,NC 020673.1 T.tonggol,"0,0265611535"
GU256528.1 T.albacares,NC 020673.1 T.tonggol,"0,0296006765"
NC 014061.1 T.albacares,NC 020673.1 T.tonggol,"0,0296006765"
KT724724.1 T.albacares,NC 020673.1 T.tonggol,"0,0296006765"
KM405517.1 T.atlanticus,NC 020673.1 T.tonggol,"0,0357357228"
NC 025519.1 T.atlanticus,NC 020673.1 T.tonggol,"0,0357357228"
KU955343.1 T.atlanticus,NC 020673.1 T.tonggol,"0,0357357228"
KU955344.1 T.atlanticus,NC 020673.1 T.tonggol,"0,0388317079"
KF925362.1 T.maccoyii,NC 020673.1 T.tonggol,"0,0296006765"
GU256523.1 T.maccoyii,NC 020673.1 T.tonggol,"0,0296006765"
NC 014101.1 T.maccoyii,NC 020673.1 T.tonggol,"0,0296006765"
JN086150.1 T.maccoyii,NC 020673.1 T.tonggol,"0,0296006765"
GU256525.1 T.obesus,NC 020673.1 T.tonggol,"0,0265611535"
NC 014059.1 T.obesus,NC 020673.1 T.tonggol,"0,0265611535"
JN086152.1 T.obesus,NC 020673.1 T.tonggol,"0,0265611535"
KY400011.1 T.obesus,NC 020673.1 T.tonggol,"0,0265611535"
NC 008455.1 T.orientalis,NC 020673.1 T.tonggol,"0,0706945704"
KF906721.1 T.orientalis,NC 020673.1 T.tonggol,"0,0706945704"
GU256524.1 T.orientalis,NC 020673.1 T.tonggol,"0,0706945704"
KF906720.1 T.thynnus,NC 020673.1 T.tonggol,"0,0357357228"
NC 014052.1 T.thynnus,NC 020673.1 T.tonggol,"0,0357357228"
JN086149.1 T.thynnus,NC 020673.1 T.tonggol,"0,0357357228"
MW232430.1 T.tonggol,NC 020673.1 T.tonggol,"0,0146209248"
MW232431.1 T.tonggol,NC 020673.1 T.tonggol,"0,0205369842"
HQ425780.1 T.tonggol,NC 020673.1 T.tonggol,"0,0000000000"
MW232425.1 A.rochei,JN086154.1 T.tonggol,"0,1846498755"
KM651784.1 A.rochei,JN086154.1 T.tonggol,"0,1846498755"
KP259548.1 A.rochei,JN086154.1 T.tonggol,"0,1846498755"
MK548578.1 A.rochei,JN086154.1 T.tonggol,"0,1846498755"
MW232421.1 A.rochei,JN086154.1 T.tonggol,"0,1846498755"
AB103468.1 A.rochei,JN086154.1 T.tonggol,"0,1846498755"
AB105165.1 A.rochei,JN086154.1 T.tonggol,"0,1885869037"
AB103467.1 A.rochei,JN086154.1 T.tonggol,"0,1885869037"
NC 005313.1 A.rochei,JN086154.1 T.tonggol,"0,1885869037"
KP259551.1 A.thazard,JN086154.1 T.tonggol,"0,1925551785"
AB105447.1 A.thazard,JN086154.1 T.tonggol,"0,1969438927"
NC 005318.1 A.thazard,JN086154.1 T.tonggol,"0,1969438927"
MK801690.1 A.thazard,JN086154.1 T.tonggol,"0,1885869037"
KM651783.1 E.affinis,JN086154.1 T.tonggol,"0,2102360596"
MW232422.1 E.affinis,JN086154.1 T.tonggol,"0,2102360596"
MW232423.1 E.affinis,JN086154.1 T.tonggol,"0,2102360596"
NC 025934.1 E.affinis,JN086154.1 T.tonggol,"0,2102360596"
AP012946.1 E.affinis,JN086154.1 T.tonggol,"0,2142846647"
AB099716.1 E.alletteratus,JN086154.1 T.tonggol,"0,2194842249"
NC 004530.1 E.alletteratus,JN086154.1 T.tonggol,"0,2194842249"
MW232424.1 E.alletteratus,JN086154.1 T.tonggol,"0,2194842249"
JN086155.1 K.pelamis,JN086154.1 T.tonggol,"0,1727433889"
AB101290.1 K.pelamis,JN086154.1 T.tonggol,"0,1689410892"
NC 005316.1 K.pelamis,JN086154.1 T.tonggol,"0,1689410892"
GU256527.1 K.pelamis,JN086154.1 T.tonggol,"0,1727433889"
KM605252.1 K.pelamis,JN086154.1 T.tonggol,"0,1689410892"
MW232426.1 K.pelamis,JN086154.1 T.tonggol,"0,1689410892"
MW232429.1 K.pelamis,JN086154.1 T.tonggol,"0,1689410892"
AB101291.1 T.alalunga,JN086154.1 T.tonggol,"0,0740058408"
NC 005317.1 T.alalunga,JN086154.1 T.tonggol,"0,0740058408"
GU256526.1 T.alalunga,JN086154.1 T.tonggol,"0,0773391865"
JN086151.1 T.alalunga,JN086154.1 T.tonggol,"0,0773391865"
KP259549.1 T.alalunga,JN086154.1 T.tonggol,"0,0804762224"
JN086153.1 T.albacares,JN086154.1 T.tonggol,"0,0296006765"
KM588080.1 T.albacares,JN086154.1 T.tonggol,"0,0265611535"
KP259550.1 T.albacares,JN086154.1 T.tonggol,"0,0265611535"
GU256528.1 T.albacares,JN086154.1 T.tonggol,"0,0296006765"
NC 014061.1 T.albacares,JN086154.1 T.tonggol,"0,0296006765"
KT724724.1 T.albacares,JN086154.1 T.tonggol,"0,0296006765"
KM405517.1 T.atlanticus,JN086154.1 T.tonggol,"0,0357357228"
NC 025519.1 T.atlanticus,JN086154.1 T.tonggol,"0,0357357228"
KU955343.1 T.atlanticus,JN086154.1 T.tonggol,"0,0357357228"
KU955344.1 T.atlanticus,JN086154.1 T.tonggol,"0,0388317079"
KF925362.1 T.maccoyii,JN086154.1 T.tonggol,"0,0419469828"
GU256523.1 T.maccoyii,JN086154.1 T.tonggol,"0,0419469828"
NC 014101.1 T.maccoyii,JN086154.1 T.tonggol,"0,0419469828"
JN086150.1 T.maccoyii,JN086154.1 T.tonggol,"0,0419469828"
GU256525.1 T.obesus,JN086154.1 T.tonggol,"0,0388317079"
NC 014059.1 T.obesus,JN086154.1 T.tonggol,"0,0388317079"
JN086152.1 T.obesus,JN086154.1 T.tonggol,"0,0388317079"
KY400011.1 T.obesus,JN086154.1 T.tonggol,"0,0388317079"
NC 008455.1 T.orientalis,JN086154.1 T.tonggol,"0,0773391865"
KF906721.1 T.orientalis,JN086154.1 T.tonggol,"0,0773391865"
GU256524.1 T.orientalis,JN086154.1 T.tonggol,"0,0773391865"
KF906720.1 T.thynnus,JN086154.1 T.tonggol,"0,0419469828"
NC 014052.1 T.thynnus,JN086154.1 T.tonggol,"0,0419469828"
JN086149.1 T.thynnus,JN086154.1 T.tonggol,"0,0419469828"
MW232430.1 T.tonggol,JN086154.1 T.tonggol,"0,0028901815"
MW232431.1 T.tonggol,JN086154.1 T.tonggol,"0,0087021122"
HQ425780.1 T.tonggol,JN086154.1 T.tonggol,"0,0116623363"
NC 020673.1 T.tonggol,JN086154.1 T.tonggol,"0,0116623363"
